ID,RoomServiceCDF,FoodCourtCDF,ShoppingMallCDF,SpaCDF,VRDeckCDF
59,0.0000,0.0000,0.0000,0.0000,0.0000
60,0.0201,0.3734,0.5012,0.0000,0.5963
61,0.0000,0.0000,0.0000,0.0000,0.0000
62,0.0201,0.4429,0.6306,0.0000,0.0000
63,0.9244,0.2456,0.0000,0.0000,0.2352
64,0.7296,0.0000,0.0668,0.5157,0.0000
65,0.7668,0.0000,0.1682,0.1318,0.0000
66,0.4300,0.0000,0.1230,0.0231,0.7143
67,0.1784,0.8314,0.0000,0.0000,0.3045
68,0.0000,0.0192,0.0000,0.0000,0.8022
69,0.2738,0.3137,0.7738,0.0000,0.1759
70,0.0201,0.9748,0.0000,0.0000,0.6183
71,0.3947,0.0000,0.8703,0.0000,0.0000
72,0.1697,0.0000,0.9048,0.0000,0.0000
73,0.0000,0.9519,0.0000,0.5582,0.9900
74,0.0000,0.0000,0.0000,0.0000,0.0000
75,0.9969,0.0000,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000,0.0000,0.0000
77,0.0000,0.0000,0.0000,0.0000,0.0000
78,0.6748,0.0000,0.0000,0.0000,0.2042
79,0.0000,0.0000,0.0000,0.0000,0.0000
80,0.4448,0.0000,0.0000,0.6816,0.6224
81,0.0000,0.0000,0.0000,0.0000,0.0000
82,0.0000,0.0000,0.0000,0.0000,0.0000
83,0.0000,0.0000,0.0000,0.0000,0.0000
84,0.0201,0.6151,0.2831,0.4735,0.0000
85,0.0000,0.0000,0.7369,0.0231,0.2654
86,0.0000,0.0000,0.0000,0.0000,0.0000
87,0.0000,0.0000,0.0000,0.0000,0.0000
88,0.0000,0.7449,0.0000,0.0873,0.6764
89,0.0000,0.6845,0.1230,0.2655,0.0000
90,0.0000,0.8635,0.8589,0.0000,0.3683
91,0.4964,0.5133,0.6646,0.2797,0.0000
92,0.0000,0.0000,0.0000,0.0000,0.0000
93,0.0000,0.0000,0.0000,0.0000,0.0000
94,0.0000,0.0000,0.0000,0.7717,0.3744
95,0.0000,0.0510,0.0000,0.0000,0.2042
96,0.0000,0.0000,0.0000,0.0000,0.0000
97,0.0000,0.0000,0.0000,0.0000,0.0000
98,0.0000,0.0000,0.6829,0.0625,0.4163
99,0.9080,0.1028,0.2253,0.0000,0.0000
100,0.0000,0.0000,0.0000,0.0000,0.0000
101,0.6196,0.0000,0.5742,0.0000,0.0000
102,0.0000,0.0000,0.0000,0.0000,0.0000
103,0.0000,0.5054,0.1354,0.9498,0.7292
104,0.0000,0.4774,0.0000,0.0000,0.8738
105,0.9412,0.9879,0.0000,0.8870,0.5914
106,0.0000,0.0000,0.0000,0.0000,0.0000
107,0.0000,0.0000,0.0000,0.0000,0.0000
108,0.0000,0.8520,0.3999,0.2109,0.1829
109,0.0000,0.0000,0.8047,0.0000,0.0000
110,0.3249,0.3761,0.6235,0.5060,0.0233
111,0.0000,0.0000,0.0000,0.0000,0.0000
112,0.0201,0.8353,0.0000,0.1838,0.5751
113,0.0000,0.8410,0.0000,0.3421,0.9791
114,0.0000,0.0000,0.0000,0.0000,0.0000
115,0.0000,0.0000,0.0000,0.0000,0.0000
116,0.0000,0.0000,0.0000,0.7150,0.3467
117,0.2891,0.5765,0.3345,0.0000,0.0233
118,0.0000,0.0000,0.0000,0.0000,0.0000
119,0.6830,0.0000,0.5566,0.0000,0.2390
120,0.9482,0.4784,0.1682,0.5541,0.0580
121,0.9370,0.1133,0.0000,0.0000,0.0000
122,0.0000,0.0000,0.0000,0.0000,0.0000
123,0.0000,0.0000,0.0000,0.0000,0.0000
124,0.9622,0.0000,0.0000,0.0000,0.0000
125,0.0000,0.1693,0.7707,0.0000,0.0000
126,0.3451,0.5097,0.4429,0.2440,0.3118
127,0.0000,0.0000,0.0000,0.0000,0.0000
128,0.0000,0.2032,0.0000,0.6492,0.4711
129,0.0000,0.0000,0.0000,0.0000,0.0000
130,0.0000,0.0000,0.0000,0.0000,0.0000
131,0.5618,0.0000,0.0000,0.0000,0.5978
132,0.1034,0.0000,0.4136,0.0000,0.0000
133,0.0000,0.5111,0.5097,0.0000,0.0000
134,0.0000,0.0000,0.0000,0.0000,0.0000
135,0.0000,0.0000,0.0000,0.0000,0.0000
136,0.8135,0.0000,0.1777,0.0000,0.3495
137,0.0000,0.0000,0.0000,0.0000,0.0000
138,0.0000,0.0000,0.0000,0.0000,0.0000
139,0.0000,0.0000,0.0000,0.0000,0.6630
140,0.9871,0.0000,0.0000,0.0000,0.3238
141,0.0000,0.0000,0.0000,0.0000,0.0000
142,0.0000,0.0000,0.0000,0.0000,0.0000
143,0.2819,0.8006,0.0000,0.3754,0.4191
144,0.0000,0.0000,0.0000,0.0000,0.0000
145,0.0000,0.0000,0.0000,0.0000,0.0000
146,0.0000,0.0000,0.0000,0.0000,0.0000
147,0.8685,0.0000,0.3320,0.2354,0.4209
148,0.0000,0.0000,0.0000,0.0000,0.0000
149,0.0000,0.0000,0.0000,0.4970,0.6472
150,0.0000,0.0000,0.0000,0.0000,0.0000
151,0.0000,0.0000,0.0000,0.0000,0.0000
152,0.0000,0.7153,0.0000,0.1183,0.0000
153,0.4855,0.0000,0.2195,0.4058,0.4497
154,0.0000,0.9853,0.0266,0.9978,0.9010
155,0.9765,0.0000,0.4765,0.2538,0.4027
156,0.0201,0.4198,0.7388,0.0625,0.1694
157,0.0000,0.0000,0.0000,0.0000,0.0000
158,0.0000,0.0000,0.0000,0.0000,0.0000
159,0.0000,0.0000,0.0908,0.5446,0.3759
160,0.0000,0.0000,0.0000,0.0000,0.0000
161,0.1818,0.3702,0.6228,0.0000,0.4857
162,0.3002,0.0000,0.0000,0.0000,0.7874
163,0.0000,0.0000,0.0000,0.0000,0.0000
164,0.3291,0.0714,0.6111,0.4837,0.3812
165,0.0000,0.0000,0.0000,0.0000,0.0000
166,0.0000,0.0000,0.0000,0.0000,0.0000
167,0.0000,0.0000,0.0000,0.0000,0.0000
168,0.0000,0.0000,0.1777,0.7892,0.0000
169,0.0000,0.0000,0.0000,0.0000,0.0000
170,0.2426,0.0000,0.1586,0.8120,0.0000
171,0.0000,0.0000,0.0000,0.0000,0.0000
172,0.5434,0.0000,0.8278,0.0000,0.0000
173,0.8087,0.0000,0.7662,0.0000,0.1362
174,0.0000,0.7128,0.0000,0.7610,0.6505
175,0.0000,0.0000,0.0000,0.0000,0.0000
176,0.0000,0.0000,0.0000,0.0000,0.0000
177,0.0000,0.0000,0.0000,0.0000,0.0000
178,0.0000,0.0000,0.0000,0.0000,0.0000
179,0.0000,0.0000,0.0000,0.0000,0.0000
180,0.0000,0.0000,0.0000,0.0000,0.0000
181,0.0000,0.8468,0.5550,0.7834,0.5899
182,0.0000,0.0000,0.0000,0.0000,0.0000
183,0.0000,0.0504,0.3682,0.0000,0.7068
184,0.0535,0.8019,0.1927,0.8164,0.4066
185,0.0000,0.0000,0.0000,0.0000,0.0000
186,0.0000,0.0000,0.0000,0.0000,0.0000
187,0.7707,0.0192,0.4567,0.0000,0.0000
188,0.0000,0.0000,0.0000,0.0000,0.0000
189,0.7501,0.0000,0.5635,0.4683,0.0000
190,0.4312,0.0000,0.0000,0.3140,0.7194
191,0.3947,0.4023,0.0000,0.1692,0.5650
192,0.5227,0.4553,0.0000,0.0000,0.4287
193,0.0000,0.2809,0.0000,0.0000,0.8864
194,0.8872,0.0000,0.0000,0.2513,0.0000
195,0.0000,0.0000,0.0000,0.0000,0.0000
196,0.0000,0.0000,0.0000,0.0000,0.0000
197,0.0000,0.0000,0.0000,0.0000,0.0000
198,0.0000,0.0000,0.0000,0.0000,0.0000
199,0.3719,0.3158,0.1719,0.0000,0.0000
200,0.0000,0.0714,0.0000,0.0000,0.8060
201,0.0000,0.0000,0.0000,0.0000,0.0000
202,0.0000,0.0000,0.0000,0.0000,0.0000
203,0.9438,0.0000,0.4381,0.0000,0.0000
204,0.8405,0.3089,0.0266,0.0625,0.0000
205,0.9233,0.1603,0.4950,0.0231,0.0000
206,0.0000,0.0000,0.0000,0.0000,0.0000
207,0.8457,0.0000,0.5607,0.2961,0.7967
208,0.7744,0.0000,0.5159,0.5042,0.0000
209,0.0000,0.0000,0.0000,0.0000,0.0000
210,0.8756,0.0000,0.0000,0.1766,0.0000
211,0.0000,0.0000,0.0000,0.0000,0.0000
212,0.0000,0.0000,0.0000,0.0000,0.0000
213,0.0000,0.0504,0.7345,0.0000,0.1551
214,0.4247,0.0000,0.1230,0.8685,0.0000
215,0.0000,0.0000,0.0000,0.0000,0.0000
216,0.0957,0.1228,0.0000,0.7218,0.3555
217,0.3312,0.0000,0.0266,0.8749,0.0000
218,0.0000,0.0000,0.0000,0.0000,0.0000
219,0.2911,0.0000,0.5338,0.8486,0.0000
220,0.1734,0.6934,0.0000,0.0000,0.0000
221,0.0000,0.0000,0.0000,0.0000,0.0000
222,0.6550,0.0000,0.0000,0.3787,0.5264
223,0.0000,0.0000,0.0000,0.0000,0.0000
224,0.0000,0.7493,0.0000,0.9664,0.8081
225,0.4981,0.0192,0.7488,0.5337,0.0000
226,0.0000,0.0000,0.0000,0.0000,0.0000
227,0.0000,0.0000,0.0000,0.0000,0.0000
228,0.0000,0.0000,0.0000,0.0000,0.0000
229,0.0000,0.8960,0.0000,0.0000,0.1362
230,0.0000,0.3181,0.7993,0.6580,0.9937
231,0.9670,0.0000,0.5509,0.2513,0.0000
232,0.0000,0.0192,0.0000,0.9896,0.8022
233,0.0000,0.0000,0.0000,0.0000,0.0000
234,0.0000,0.0000,0.0000,0.0000,0.0000
235,0.5083,0.6141,0.6705,0.0000,0.0000
236,0.4796,0.5845,0.0000,0.0000,0.0233
237,0.6836,0.3897,0.6142,0.0625,0.1261
238,0.0000,0.0000,0.0000,0.0000,0.0000
239,0.8998,0.0000,0.2250,0.0000,0.0000
240,0.0000,0.0000,0.0000,0.0000,0.0000
241,0.0000,0.0000,0.5680,0.5446,0.3759
242,0.0000,0.9378,0.0000,0.8002,0.8968
243,0.3070,0.2213,0.0000,0.0000,0.7487
244,0.0000,0.0000,0.0000,0.0000,0.0000
245,0.0000,0.0000,0.0000,0.0000,0.0000
246,0.3670,0.0000,0.0000,0.7431,0.0233
247,0.0000,0.4288,0.6919,0.0000,0.0000
248,0.0000,0.2117,0.4455,0.0000,0.8259
249,0.0000,0.0000,0.0000,0.0000,0.0000
250,0.2695,0.8440,0.0000,0.3180,0.0000
251,0.0000,0.0000,0.0000,0.7864,0.1966
252,0.0000,0.3301,0.0000,0.1952,0.5352
253,0.0000,0.0000,0.9617,0.0000,0.0000
254,0.0000,0.7027,0.0000,0.0000,0.0000
255,0.0000,0.0000,0.0000,0.0000,0.0000
256,0.3940,0.5981,0.0266,0.0000,0.0580
257,0.0000,0.0000,0.0000,0.0000,0.0000
258,0.0000,0.0000,0.0000,0.0000,0.0000
259,0.0773,0.7531,0.2745,0.4524,0.1829
260,0.0000,0.0000,0.0000,0.0000,0.0000
261,0.0000,0.5702,0.2892,0.1318,0.8523
262,0.0000,0.0000,0.0000,0.0000,0.7595
263,0.0000,0.0000,0.0000,0.0000,0.0000
264,0.0000,0.9263,0.0000,0.8198,0.5020
265,0.0000,0.0000,0.0000,0.0000,0.0000
266,0.0000,0.0000,0.0000,0.0000,0.0000
267,0.0000,0.0000,0.0000,0.0000,0.0000
268,0.0000,0.9587,0.4017,0.8129,0.0000
269,0.0000,0.0000,0.0000,0.0000,0.0000
270,0.3394,0.0504,0.9079,0.2109,0.0000
271,0.0000,0.0000,0.0000,0.0000,0.0000
272,0.0000,0.0000,0.0000,0.0000,0.0000
273,0.0000,0.0000,0.2143,0.0000,0.8419
274,0.0000,0.0000,0.0000,0.0000,0.0000
275,0.0000,0.5124,0.0000,0.8848,0.9668
276,0.0000,0.5683,0.0000,0.2249,0.9176
277,0.5233,0.3924,0.5355,0.0231,0.3864
278,0.0000,0.0000,0.9122,0.0000,0.0000
279,0.8371,0.0000,0.4729,0.1318,0.0000
280,0.4698,0.4280,0.0000,0.9603,0.4910
281,0.1244,0.5522,0.0266,0.0000,0.0960
282,0.0000,0.0000,0.0000,0.0000,0.0000
283,0.5066,0.0000,0.0000,0.5559,0.0000
284,0.0000,0.0000,0.0000,0.0000,0.0000
285,0.5319,0.0000,0.3791,0.0000,0.8362
286,0.0000,0.0000,0.0000,0.0000,0.0000
287,0.0000,0.8559,0.3283,0.4573,0.0000
288,0.0000,0.0000,0.0000,0.0000,0.0000
289,0.0000,0.0504,0.0000,0.0126,0.0000
290,0.0000,0.1028,0.0908,0.0000,0.0484
291,0.8005,0.0000,0.5088,0.0000,0.0000
292,0.0000,0.0000,0.0000,0.0000,0.0000
293,0.0000,0.0000,0.0000,0.0000,0.0000
294,0.0000,0.0000,0.0000,0.0000,0.0000
295,0.1818,0.0000,0.7924,0.0000,0.0580
296,0.0000,0.0000,0.0000,0.0000,0.0000
297,0.4668,0.9332,0.0000,0.3024,0.4698
298,0.5627,0.4728,0.0000,0.4404,0.8289
299,0.0000,0.0000,0.5321,0.0000,0.6395
300,0.0000,0.0000,0.0000,0.0000,0.0000
301,0.9932,0.0504,0.5105,0.8528,0.0000
302,0.6790,0.0192,0.2195,0.0000,0.0000
303,0.0000,0.0000,0.0000,0.0000,0.0000
304,0.5494,0.4836,0.7145,0.0873,0.8005
305,0.0000,0.0000,0.0000,0.0000,0.0000
306,0.0000,0.0000,0.0000,0.0000,0.0000
307,0.0000,0.0000,0.0000,0.0000,0.0000
308,0.0000,0.0000,0.0000,0.0000,0.0000
309,0.3704,0.0000,0.0000,0.5275,0.7789
310,0.0000,0.0000,0.0000,0.0000,0.0000
311,0.0000,0.0000,0.0000,0.0000,0.0000
312,0.5579,0.0000,0.9179,0.0000,0.0000
313,0.3905,0.8654,0.5038,0.0873,0.0000
314,0.5957,0.0000,0.9494,0.0000,0.0000
315,0.0000,0.0000,0.0000,0.0000,0.0000
316,0.9302,0.0000,0.9848,0.0000,0.0000
317,0.0000,0.0000,0.0000,0.0000,0.0000
318,0.0000,0.0000,0.0000,0.0000,0.0000
319,0.4521,0.7431,0.0000,0.4159,0.6495
320,0.0000,0.0000,0.0000,0.0000,0.0000
321,0.0000,0.0000,0.0000,0.0000,0.0000
322,0.3957,0.0000,0.6342,0.0000,0.3691
323,0.5187,0.4139,0.2935,0.0000,0.3962
324,0.0000,0.2433,0.0000,0.5319,0.5776
325,0.0000,0.0000,0.0000,0.7078,0.2219
326,0.9649,0.3392,0.9917,0.2006,0.0960
327,0.0000,0.0000,0.0000,0.0000,0.0000
328,0.0000,0.0000,0.6919,0.4633,0.3184
329,0.0000,0.3279,0.0000,0.6050,0.7967
330,0.0000,0.0000,0.0000,0.0000,0.0000
331,0.0000,0.1028,0.0000,0.9222,0.0000
332,0.0000,0.0000,0.0000,0.0000,0.0000
333,0.0000,0.0000,0.6784,0.0000,0.4852
334,0.3656,0.0000,0.7933,0.1318,0.0000
335,0.0000,0.7268,0.0000,0.4620,0.9867
336,0.1818,0.4160,0.1087,0.9711,0.7015
337,0.0000,0.0000,0.0000,0.0000,0.0000
338,0.9925,0.4303,0.1475,0.9156,0.9040
339,0.0000,0.0000,0.0000,0.0000,0.0000
340,0.0000,0.0000,0.0000,0.0000,0.0000
341,0.0000,0.8491,0.1354,0.8214,0.8010
342,0.0000,0.0000,0.0000,0.0000,0.0000
343,0.4361,0.0000,0.6905,0.0000,0.4420
344,0.0000,0.0000,0.0000,0.0000,0.0000
345,0.0000,0.0000,0.0000,0.0000,0.0000
346,0.0000,0.0000,0.0000,0.0000,0.0000
347,0.5128,0.0000,0.0000,0.1028,0.5555
348,0.3249,0.6470,0.0000,0.9454,0.4233
349,0.0000,0.0000,0.0000,0.0000,0.0000
350,0.0000,0.0000,0.0000,0.0000,0.0000
351,0.0773,0.0000,0.8373,0.2440,0.0000
352,0.1630,0.6356,0.0000,0.0000,0.4135
353,0.0000,0.0000,0.0000,0.0000,0.0000
354,0.0000,0.0000,0.0000,0.0000,0.0000
355,0.5353,0.2593,0.5909,0.0000,0.0000
356,0.3099,0.9506,0.0000,0.0000,0.7920
357,0.0000,0.3427,0.0000,0.8578,0.0000
358,0.0000,0.9859,0.6760,0.9881,0.9721
359,0.0201,0.5820,0.0000,0.9482,0.0233
360,0.0000,0.0000,0.0000,0.0000,0.0000
361,0.0000,0.0000,0.0000,0.0000,0.0000
362,0.2232,0.5111,0.3006,0.9787,0.0789
363,0.8102,0.0000,0.0000,0.0000,0.0000
364,0.9119,0.0000,0.0000,0.1901,0.0000
365,0.0000,0.0000,0.0000,0.0000,0.0000
366,0.5141,0.6963,0.0000,0.0000,0.0580
367,0.4213,0.2774,0.0000,0.5521,0.1362
368,0.2683,0.1983,0.0000,0.0000,0.8748
369,0.0000,0.5257,0.0000,0.1183,0.4797
370,0.0000,0.0000,0.0000,0.0000,0.0000
371,0.8239,0.3438,0.3445,0.0000,0.0000
372,0.0000,0.0000,0.8863,0.0625,0.0000
373,0.0000,0.3718,0.0000,0.6511,0.0000
374,0.6772,0.0000,0.4193,0.4325,0.0000
375,0.0000,0.9653,0.9955,0.8608,0.0000
376,0.0000,0.3761,0.0000,0.5706,0.3213
377,0.0000,0.0000,0.0000,0.0000,0.0000
378,0.0000,0.0000,0.0000,0.0000,0.0000
379,0.0000,0.7390,0.0000,0.9744,0.8264
380,0.0000,0.0000,0.0000,0.0000,0.0000
381,0.1313,0.8975,0.0000,0.1901,0.3163
382,0.8174,0.0504,0.2654,0.2707,0.0233
383,0.0000,0.0000,0.0000,0.0000,0.0000
384,0.0000,0.0000,0.0000,0.0000,0.0000
385,0.5494,0.7345,0.9979,0.6480,0.7427
386,0.0000,0.9158,0.0000,0.7225,0.9322
387,0.0535,0.9846,0.0000,0.0625,0.4814
388,0.0000,0.0000,0.0000,0.0000,0.0000
389,0.0000,0.7213,0.0000,0.2059,0.0000
390,0.0000,0.0000,0.0000,0.0000,0.0000
391,0.8848,0.1473,0.0000,0.0000,0.0000
392,0.0000,0.0000,0.0000,0.0000,0.0000
393,0.0957,0.6948,0.0000,0.9278,0.9435
394,0.0000,0.0000,0.0000,0.0000,0.0000
395,0.0000,0.0000,0.0000,0.0000,0.0000
396,0.0000,0.0000,0.0000,0.0000,0.0000
397,0.2738,0.1549,0.0000,0.6753,0.0000
398,0.5303,0.0000,0.2484,0.6152,0.0000
399,0.1244,0.0000,0.8161,0.2476,0.0000
400,0.0000,0.0000,0.0000,0.0000,0.0000
401,0.6189,0.9496,0.3214,0.8905,0.3140
402,0.0000,0.0000,0.0000,0.7271,0.0000
403,0.1244,0.7236,0.0000,0.0000,0.0000
404,0.9521,0.5141,0.4206,0.0000,0.0000
405,0.9182,0.0000,0.4546,0.0000,0.0000
406,0.8664,0.0000,0.0000,0.2411,0.7455
407,0.0000,0.0000,0.0000,0.3581,0.7103
408,0.0000,0.0000,0.0000,0.0000,0.0000
409,0.1397,0.0000,0.7980,0.0000,0.0000
410,0.7119,0.0000,0.0000,0.2655,0.0000
411,0.0000,0.0000,0.0000,0.0000,0.0000
412,0.0000,0.0000,0.0000,0.0000,0.0000
413,0.0000,0.0000,0.0000,0.0000,0.0000
414,0.0000,0.0000,0.0000,0.0000,0.0000
415,0.0000,0.0000,0.0000,0.0000,0.0000
416,0.0000,0.0000,0.0000,0.0000,0.0000
417,0.1085,0.9198,0.0000,0.7390,0.1123
418,0.0000,0.0000,0.0000,0.0000,0.0000
419,0.0000,0.0000,0.0000,0.0000,0.0000
420,0.4440,0.4005,0.4950,0.3308,0.3447
421,0.0000,0.0000,0.7783,0.2476,0.0000
422,0.0000,0.0000,0.0000,0.0000,0.0000
423,0.0000,0.0000,0.0000,0.0000,0.0000
424,0.0000,0.0000,0.0000,0.0000,0.0000
425,0.9394,0.0000,0.0000,0.3308,0.0580
426,0.0000,0.0000,0.0000,0.0000,0.0000
427,0.0000,0.6888,0.0000,0.0000,0.0000
428,0.0000,0.2978,0.4900,0.6707,0.2181
429,0.0000,0.0000,0.0000,0.0000,0.0000
430,0.0000,0.0000,0.0000,0.0000,0.0000
431,0.7578,0.0000,0.5345,0.3900,0.2678
432,0.7767,0.6832,0.3901,0.0000,0.0000
433,0.0957,0.1473,0.0000,0.8220,0.5841
434,0.0000,0.5981,0.2484,0.4379,0.0960
435,0.0000,0.0000,0.8261,0.0231,0.0233
436,0.0000,0.0000,0.0000,0.0000,0.0000
437,0.0000,0.0000,0.0000,0.0000,0.0000
438,0.0000,0.0000,0.0000,0.0000,0.0000
439,0.0000,0.2620,0.0668,0.9714,0.4453
440,0.0000,0.9712,0.0000,0.0000,0.0960
441,0.0000,0.1473,0.6720,0.1609,0.5168
442,0.0000,0.0000,0.0000,0.0000,0.0000
443,0.0000,0.0000,0.3061,0.1609,0.7849
444,0.2533,0.1133,0.4639,0.4360,0.0000
445,0.0000,0.0000,0.0000,0.0000,0.0000
446,0.0000,0.0000,0.0000,0.0000,0.0000
447,0.0000,0.1028,0.0000,0.8675,0.0000
448,0.2502,0.2389,0.2547,0.0000,0.5070
449,0.0000,0.0000,0.0000,0.0000,0.0000
450,0.0000,0.3486,0.0000,0.1183,0.6897
451,0.0000,0.1693,0.0000,0.0000,0.6654
452,0.0000,0.2356,0.0000,0.9379,0.3118
453,0.4164,0.8093,0.1927,0.9579,0.4924
454,0.0000,0.0000,0.0000,0.0000,0.0000
455,0.0000,0.0000,0.0000,0.0000,0.0000
456,0.0000,0.0000,0.0000,0.0000,0.0000
457,0.0000,0.0000,0.0000,0.0000,0.0000
458,0.0000,0.0000,0.0000,0.0000,0.0000
459,0.0000,0.0000,0.0000,0.0000,0.0000
460,0.5927,0.0000,0.9413,0.3647,0.0000
461,0.0000,0.7056,0.8611,0.5432,0.6063
462,0.1468,0.0000,0.8090,0.6161,0.0000
463,0.0000,0.0000,0.0000,0.0000,0.0000
464,0.9152,0.0000,0.3292,0.2560,0.0000
465,0.8496,0.2412,0.2195,0.0000,0.0000
466,0.0000,0.0000,0.0000,0.0000,0.0000
467,0.0000,0.0000,0.0000,0.0000,0.0000
468,0.0000,0.0000,0.0000,0.0000,0.0000
469,0.0000,0.8039,0.1860,0.5891,0.7236
470,0.0000,0.0000,0.0000,0.0000,0.0000
471,0.0000,0.0000,0.0000,0.0000,0.0000
472,0.0000,0.0000,0.0000,0.0000,0.0000
473,0.0000,0.0000,0.0000,0.0000,0.0000
474,0.0000,0.9961,0.0000,0.5592,0.0000
475,0.0000,0.9515,0.0000,0.3308,0.4066
476,0.0000,0.0000,0.0000,0.0000,0.0000
477,0.0000,0.0000,0.0000,0.0000,0.0000
478,0.0000,0.0000,0.0000,0.0000,0.0000
479,0.3625,0.8494,0.3142,0.0000,0.9148
480,0.8807,0.0000,0.0266,0.0625,0.3447
481,0.0000,0.0000,0.0000,0.0000,0.0000
482,0.0000,0.0000,0.0000,0.0000,0.0000
483,0.3002,0.1001,0.0000,0.0000,0.1001
484,0.2557,0.4450,0.0000,0.0000,0.1752
485,0.0000,0.0000,0.7790,0.0000,0.4347
486,0.6135,0.4149,0.9406,0.0000,0.1261
487,0.0000,0.0000,0.0000,0.0000,0.0000
488,0.8312,0.1549,0.0908,0.0000,0.0960
489,0.0000,0.0000,0.0000,0.0000,0.0000
490,0.0000,0.7330,0.0000,0.9391,0.9784
491,0.0000,0.0000,0.0000,0.0000,0.0000
492,0.0000,0.0000,0.0000,0.0000,0.0000
493,0.0000,0.0000,0.0000,0.0000,0.0000
494,0.1952,0.0000,0.6044,0.6447,0.0000
495,0.3465,0.6226,0.2745,0.9777,0.8854
496,0.9806,0.7590,0.5687,0.6836,0.2390
497,0.0000,0.1028,0.0000,0.5574,0.5475
498,0.0000,0.7274,0.0000,0.0000,0.1123
499,0.0000,0.0000,0.0000,0.0000,0.0000
500,0.0000,0.0000,0.0000,0.0000,0.0000
501,0.0000,0.0000,0.0000,0.0000,0.0000
502,0.0000,0.0000,0.0000,0.0000,0.0000
503,0.0000,0.8088,0.6463,0.1609,0.9640
504,0.0000,0.0000,0.0000,0.0000,0.0000
505,0.8835,0.0000,0.0000,0.3005,0.1987
506,0.1397,0.0000,0.0000,0.0000,0.7716
507,0.2952,0.0000,0.0000,0.7064,0.0000
508,0.7772,0.6126,0.8154,0.0000,0.0000
509,0.0000,0.1729,0.8131,0.2059,0.0789
510,0.0000,0.3181,0.7559,0.0000,0.0233
511,0.6685,0.0000,0.0000,0.5149,0.0233
512,0.0000,0.0000,0.0000,0.0000,0.0000
513,0.1630,0.1603,0.0000,0.7469,0.0000
