ID,RoomServiceCDF,FoodCourtCDF,ShoppingMallCDF,SpaCDF,VRDeckCDF
432,0.7767,0.6832,0.3901,0.0000,0.0000
433,0.0957,0.1473,0.0000,0.8220,0.5841
434,0.0000,0.5981,0.2484,0.4379,0.0960
435,0.0000,0.0000,0.8261,0.0231,0.0233
439,0.0000,0.2620,0.0668,0.9714,0.4453
440,0.0000,0.9712,0.0000,0.0000,0.0960
441,0.0000,0.1473,0.6720,0.1609,0.5168
443,0.0000,0.0000,0.3061,0.1609,0.7849
444,0.2533,0.1133,0.4639,0.4360,0.0000
447,0.0000,0.1028,0.0000,0.8675,0.0000
448,0.2502,0.2389,0.2547,0.0000,0.5070
450,0.0000,0.3486,0.0000,0.1183,0.6897
451,0.0000,0.1693,0.0000,0.0000,0.6654
452,0.0000,0.2356,0.0000,0.9379,0.3118
453,0.4164,0.8093,0.1927,0.9579,0.4924
460,0.5927,0.0000,0.9413,0.3647,0.0000
461,0.0000,0.7056,0.8611,0.5432,0.6063
462,0.1468,0.0000,0.8090,0.6161,0.0000
464,0.9152,0.0000,0.3292,0.2560,0.0000
465,0.8496,0.2412,0.2195,0.0000,0.0000
469,0.0000,0.8039,0.1860,0.5891,0.7236
474,0.0000,0.9961,0.0000,0.5592,0.0000
475,0.0000,0.9515,0.0000,0.3308,0.4066
479,0.3625,0.8494,0.3142,0.0000,0.9148
480,0.8807,0.0000,0.0266,0.0625,0.3447
483,0.3002,0.1001,0.0000,0.0000,0.1001
484,0.2557,0.4450,0.0000,0.0000,0.1752
485,0.0000,0.0000,0.7790,0.0000,0.4347
486,0.6135,0.4149,0.9406,0.0000,0.1261
488,0.8312,0.1549,0.0908,0.0000,0.0960
490,0.0000,0.7330,0.0000,0.9391,0.9784
494,0.1952,0.0000,0.6044,0.6447,0.0000
495,0.3465,0.6226,0.2745,0.9777,0.8854
496,0.9806,0.7590,0.5687,0.6836,0.2390
497,0.0000,0.1028,0.0000,0.5574,0.5475
498,0.0000,0.7274,0.0000,0.0000,0.1123
503,0.0000,0.8088,0.6463,0.1609,0.9640
505,0.8835,0.0000,0.0000,0.3005,0.1987
506,0.1397,0.0000,0.0000,0.0000,0.7716
507,0.2952,0.0000,0.0000,0.7064,0.0000
508,0.7772,0.6126,0.8154,0.0000,0.0000
509,0.0000,0.1729,0.8131,0.2059,0.0789
510,0.0000,0.3181,0.7559,0.0000,0.0233
511,0.6685,0.0000,0.0000,0.5149,0.0233
513,0.1630,0.1603,0.0000,0.7469,0.0000
514,0.3763,0.0000,0.5393,0.6070,0.1759
517,0.0000,0.9594,0.0000,0.7478,0.0000
519,0.0000,0.3821,0.0266,0.9143,0.0000
520,0.0000,0.7762,0.0000,0.0231,0.2140
521,0.0000,0.1603,0.6860,0.0000,0.3555
524,0.8794,0.4612,0.3791,0.2655,0.0000
525,0.0000,0.0000,0.5768,0.6056,0.0000
526,0.7486,0.5928,0.6116,0.2305,0.0000
529,0.0000,0.5054,0.0668,0.8387,0.9449
530,0.6801,0.0000,0.7012,0.0000,0.0000
533,0.9216,0.2356,0.0000,0.0231,0.0960
535,0.0000,0.4784,0.5657,0.0000,0.0000
536,0.6027,0.9424,0.0266,0.4379,0.7696
542,0.0000,0.7878,0.0000,0.8817,0.8638
544,0.9223,0.0000,0.2434,0.7776,0.0000
545,0.1697,0.6672,0.2617,0.3194,0.3545
547,0.0000,0.2779,0.7105,0.4010,0.0000
548,0.0000,0.0000,0.6632,0.3952,0.0000
549,0.2867,0.6585,0.3033,0.0000,0.0000
550,0.1074,0.4294,0.0000,0.0000,0.0000
552,0.0000,0.0000,0.6969,0.4697,0.0960
559,0.9598,0.0000,0.8820,0.0000,0.0000
561,0.1085,0.2117,0.7039,0.0000,0.7982
563,0.4583,0.0192,0.6751,0.0000,0.0233
564,0.7322,0.0504,0.0000,0.0231,0.7900
566,0.2668,0.3725,0.4900,0.0231,0.8937
568,0.2962,0.0887,0.0000,0.6984,0.3975
569,0.1998,0.0000,0.9655,0.5965,0.4404
575,0.8509,0.0000,0.3249,0.4159,0.1261
577,0.0000,0.8870,0.8095,0.1609,0.7434
581,0.0000,0.0000,0.1927,0.0000,0.7223
582,0.2193,0.5981,0.1777,0.7844,0.9897
583,0.5579,0.8756,0.2353,0.6109,0.7748
584,0.0957,0.7313,0.4374,0.8851,0.5374
586,0.3973,0.0000,0.1978,0.0000,0.3940
587,0.0000,0.3152,0.5212,0.6271,0.1123
594,0.0000,0.0000,0.8480,0.3090,0.0000
595,0.0201,0.4907,0.0000,0.0000,0.5664
599,0.3514,0.0000,0.2310,0.8239,0.0233
600,0.0000,0.0000,0.0000,0.8056,0.0000
603,0.6506,0.0000,0.0000,0.4430,0.0000
604,0.0000,0.7836,0.0000,0.4325,0.5625
605,0.0000,0.8081,0.0000,0.0000,0.0000
606,0.6434,0.0000,0.3380,0.1766,0.5264
607,0.0000,0.1228,0.0000,0.5662,0.5505
608,0.0000,0.0000,0.1475,0.7020,0.0000
611,0.0000,0.3523,0.8582,0.2440,0.3636
612,0.0535,0.0000,0.0000,0.8917,0.2140
613,0.0000,0.8854,0.0000,0.4098,0.7897
614,0.0000,0.9401,0.3929,0.8581,0.6505
615,0.0000,0.0000,0.0000,0.9036,0.0580
618,0.8010,0.4468,0.4600,0.0000,0.0000
620,0.9060,0.0000,0.0000,0.0231,0.0000
624,0.3543,0.0000,0.8813,0.0000,0.0000
627,0.4601,0.0504,0.7578,0.0000,0.0000
628,0.0000,0.0000,0.0000,0.7489,0.0789
629,0.0000,0.6860,0.0000,0.2109,0.0000
630,0.0000,0.1305,0.7728,0.4325,0.0000
631,0.0000,0.5655,0.0266,0.2249,0.2042
634,0.0000,0.8502,0.0000,0.8393,0.7135
635,0.3332,0.5476,0.2195,0.3090,0.2751
636,0.0000,0.0000,0.0000,0.9617,0.9724
637,0.2493,0.0000,0.9972,0.0000,0.0000
638,0.8530,0.0000,0.0668,0.2389,0.0000
639,0.0000,0.2117,0.3999,0.8010,0.6068
640,0.0000,0.5493,0.0668,0.1609,0.5744
642,0.0201,0.0000,0.3061,0.1423,0.7199
646,0.2633,0.4160,0.0000,0.6373,0.0000
651,0.4770,0.3291,0.5324,0.0000,0.0000
655,0.0201,0.7037,0.1087,0.3212,0.1929
657,0.9850,0.0000,0.2922,0.1838,0.0000
658,0.9710,0.0000,0.1682,0.0000,0.4744
659,0.9281,0.0000,0.4136,0.2913,0.0789
662,0.4107,0.0000,0.7918,0.0000,0.0000
663,0.5874,0.0000,0.9551,0.0000,0.0000
666,0.0000,0.8928,0.0000,0.9583,0.2733
667,0.0000,0.5665,0.5190,0.3547,0.0000
668,0.1998,0.0000,0.7467,0.1838,0.0000
670,0.9612,0.0000,0.5607,0.1521,0.1123
672,0.3704,0.4321,0.1087,0.5851,0.3095
675,0.0000,0.0000,0.7674,0.0000,0.0000
677,0.0000,0.9398,0.0000,0.6095,0.1929
680,0.9019,0.0000,0.0000,0.2626,0.5458
681,0.5678,0.0000,0.4827,0.8173,0.0000
683,0.8911,0.0504,0.0000,0.2589,0.0000
692,0.5969,0.0000,0.1087,0.5207,0.0233
694,0.0000,0.2061,0.0000,0.4711,0.9206
696,0.3872,0.0000,0.0266,0.4443,0.5478
697,0.0000,0.0000,0.0668,0.7571,0.6576
698,0.1244,0.6519,0.0000,0.0000,0.0000
699,0.0000,0.6218,0.0668,0.0000,0.0000
700,0.0000,0.2479,0.4017,0.1028,0.6449
701,0.6876,0.0504,0.5716,0.0000,0.6254
702,0.0000,0.0000,0.6494,0.4735,0.0000
703,0.0000,0.6768,0.0000,0.2828,0.2399
705,0.3172,0.1773,0.0000,0.9049,0.8164
707,0.9816,0.8887,0.0000,0.0000,0.3184
710,0.1750,0.3672,0.0000,0.2913,0.6138
712,0.1903,0.7659,0.1087,0.9341,0.1460
716,0.2756,0.4591,0.0000,0.9576,0.0000
718,0.0201,0.0000,0.1230,0.8065,0.4321
719,0.0000,0.9103,0.0000,0.3060,0.3342
722,0.8501,0.0000,0.3511,0.1838,0.0000
723,0.7107,0.0000,0.4391,0.2874,0.0000
724,0.0000,0.1133,0.7415,0.2006,0.4590
725,0.2264,0.9905,0.0000,0.3798,0.9993
729,0.0000,0.6226,0.0000,0.4573,0.0000
735,0.0000,0.1773,0.5737,0.9603,0.8399
739,0.6174,0.0887,0.0000,0.4612,0.0000
740,0.0000,0.0504,0.9155,0.0000,0.2090
741,0.0000,0.8713,0.0000,0.8056,0.0000
742,0.6196,0.0504,0.0000,0.0000,0.1694
743,0.1697,0.2356,0.0000,0.0873,0.5997
746,0.6882,0.0000,0.0668,0.0000,0.0233
749,0.7308,0.0000,0.0000,0.0000,0.0000
750,0.0000,0.3833,0.1087,0.9021,0.5430
751,0.0000,0.3672,0.8306,0.3751,0.9409
755,0.0000,0.0000,0.0000,0.1423,0.7306
758,0.0000,0.0000,0.0000,0.7825,0.0000
760,0.0000,0.0000,0.0000,0.0000,0.6816
762,0.0000,0.8913,0.1230,0.8653,0.0960
764,0.0000,0.9918,0.4179,0.8911,0.0233
765,0.4267,0.0000,0.2892,0.0000,0.8174
767,0.4063,0.3418,0.7543,0.0000,0.1630
769,0.8438,0.2543,0.0266,0.0000,0.0000
770,0.7475,0.0000,0.3416,0.5477,0.0000
772,0.8392,0.0000,0.0000,0.0000,0.7615
776,0.0535,0.0192,0.2780,0.0877,0.0000
777,0.0000,0.4576,0.0000,0.9633,0.5879
781,0.0000,0.2855,0.7614,0.0000,0.0789
782,0.7085,0.0000,0.0000,0.0000,0.0000
783,0.0000,0.5609,0.1777,0.0000,0.4389
785,0.0000,0.0000,0.7745,0.0000,0.0000
786,0.7404,0.0000,0.5842,0.3212,0.0000
788,0.4193,0.5969,0.0000,0.0000,0.0000
789,0.7267,0.0000,0.2484,0.3308,0.0000
790,0.5020,0.0504,0.2346,0.1423,0.2435
791,0.1750,0.0000,0.9800,0.0625,0.0000
792,0.1697,0.1028,0.0000,0.7610,0.0000
794,0.0000,0.0000,0.0000,0.7732,0.2473
795,0.3191,0.0000,0.1682,0.5976,0.4425
796,0.5847,0.6176,0.3732,0.0000,0.0000
797,0.0000,0.3959,0.0000,0.0000,0.9664
798,0.6661,0.7313,0.0000,0.0000,0.0580
799,0.9601,0.8694,0.0000,0.5229,0.8337
806,0.4482,0.4943,0.2353,0.0231,0.1759
809,0.2426,0.1228,0.5699,0.0000,0.5829
815,0.0535,0.6825,0.2310,0.0625,0.0000
817,0.4825,0.0000,0.6296,0.0000,0.0000
818,0.3606,0.5278,0.0000,0.3787,0.0000
819,0.0535,0.9363,0.0000,0.5122,0.2583
820,0.3949,0.0000,0.2892,0.9146,0.3759
821,0.0000,0.3798,0.6701,0.0000,0.0000
823,0.1572,0.6099,0.3249,0.0625,0.0000
825,0.5288,0.0000,0.0908,0.6080,0.0000
826,0.7257,0.0000,0.0000,0.0000,0.0960
827,0.9714,0.0714,0.0000,0.2626,0.2435
828,0.7610,0.1028,0.1777,0.2148,0.0000
832,0.0201,0.9912,0.0000,0.1692,0.3045
833,0.4164,0.2895,0.5806,0.1609,0.0000
836,0.0000,0.0000,0.7631,0.0000,0.0233
838,0.2756,0.0000,0.9755,0.0000,0.0000
839,0.4376,0.3535,0.0000,0.5929,0.0000
841,0.0000,0.8612,0.0000,0.4404,0.7987
842,0.0957,0.0000,0.6201,0.6017,0.2140
843,0.0000,0.4962,0.6411,0.2843,0.0000
844,0.0000,0.9512,0.1475,0.9906,0.2500
845,0.0000,0.8034,0.4788,0.4368,0.6749
847,0.9526,0.0000,0.3693,0.4286,0.0960
848,0.7530,0.0000,0.6715,0.2626,0.0000
849,0.0000,0.9679,0.0000,0.5791,0.5934
850,0.0000,0.3897,0.0000,0.9783,0.2654
851,0.4032,0.0000,0.0000,0.6392,0.0789
852,0.2756,0.0000,0.1777,0.4308,0.8472
853,0.1855,0.3158,0.4080,0.7855,0.5131
856,0.0000,0.7294,0.0000,0.4564,0.8238
857,0.0000,0.9702,0.0000,0.2006,0.9173
859,0.1630,0.0000,0.8668,0.0000,0.0000
860,0.5264,0.0000,0.9337,0.0000,0.0000
863,0.0000,0.9715,0.0000,0.6292,0.2390
864,0.0000,0.6421,0.5240,0.9218,0.3583
865,0.0000,0.3187,0.7528,0.2961,0.2259
867,0.6591,0.0000,0.0000,0.4269,0.5003
869,0.0000,0.3661,0.4331,0.4182,0.6133
871,0.1697,0.9898,0.0000,0.8988,0.0000
872,0.0000,0.7356,0.0000,0.8867,0.8030
873,0.0000,0.1549,0.0000,0.2148,0.7696
874,0.4193,0.0000,0.0000,0.6788,0.0000
875,0.0000,0.0000,0.8316,0.0000,0.0000
878,0.2891,0.6329,0.0000,0.0000,0.1829
879,0.0000,0.1228,0.0000,0.8217,0.0000
880,0.6344,0.0000,0.6775,0.0000,0.0000
881,0.7685,0.0000,0.8131,0.0000,0.0000
883,0.3135,0.1028,0.0000,0.5670,0.4600
884,0.0000,0.5282,0.0000,0.0000,0.4693
887,0.7624,0.0000,0.9148,0.0000,0.0000
888,0.0000,0.4666,0.0908,0.2770,0.5505
890,0.0000,0.5879,0.0000,0.1183,0.0000
892,0.0773,0.0000,0.2047,0.0000,0.7414
893,0.0000,0.6925,0.1586,0.0000,0.0000
896,0.6518,0.0000,0.8140,0.5477,0.0000
897,0.8719,0.0000,0.0000,0.4551,0.0000
898,0.7290,0.0000,0.0000,0.0000,0.0000
902,0.0000,0.4705,0.5725,0.8073,0.1261
903,0.2935,0.4728,0.6315,0.0873,0.0000
905,0.0976,0.2320,0.1586,0.0000,0.0000
908,0.0362,0.0362,0.1087,0.0000,0.0000
910,0.0000,0.0192,0.2008,0.0000,0.7704
911,0.0000,0.0000,0.7652,0.0000,0.0000
912,0.0000,0.0000,0.6510,0.0000,0.5264
914,0.0000,0.1549,0.0000,0.4286,0.8050
918,0.1174,0.0000,0.2518,0.1838,0.7058
919,0.0773,0.0000,0.2983,0.4430,0.6050
920,0.0000,0.0714,0.8468,0.0000,0.0000
921,0.0201,0.6541,0.0000,0.3212,0.4302
923,0.0000,0.5529,0.3249,0.1028,0.3794
925,0.2339,0.8602,0.0000,0.4711,0.4191
926,0.5327,0.7076,0.0000,0.9925,0.8382
927,0.8361,0.8034,0.2253,0.2305,0.0000
928,0.9973,0.4637,0.0000,0.0000,0.8502
930,0.9877,0.6593,0.0000,0.8773,0.3744
931,0.4688,0.0000,0.0000,0.6086,0.0000
933,0.6457,0.0192,0.4153,0.1766,0.4191
